[05:54:42] === bulk seed generation starting (target=60000, workers=4, batch=5) ===
[05:54:43] existing accepted seeds: 27324 | {'partial_knowledge': 6943, 'matter_file_grounded': 4127, 'adverse_authority_handling': 4350, 'multi_authority_synthesis': 2698, 'need_more_facts': 2415, 'overconfident_to_caveated': 2805, 'impermissible_request': 1990, 'no_good_answer': 1996}
[05:54:43] prepared 6537 batches across categories
[05:55:09]   +5 [partial_knowledge] ; total=5 ; rate=12/min ; 1/6537 batches
[05:56:29]   +5 [partial_knowledge] ; total=95 ; rate=54/min ; 19/6537 batches
[05:56:30]   +5 [partial_knowledge] ; total=100 ; rate=56/min ; 20/6537 batches
[05:56:54]   +5 [partial_knowledge] ; total=105 ; rate=48/min ; 21/6537 batches
[05:57:10]   +5 [partial_knowledge] ; total=110 ; rate=45/min ; 22/6537 batches
[05:57:19]   +5 [partial_knowledge] ; total=115 ; rate=44/min ; 23/6537 batches
[05:57:19]   +5 [partial_knowledge] ; total=120 ; rate=46/min ; 24/6537 batches
[05:57:19]   +5 [partial_knowledge] ; total=125 ; rate=48/min ; 25/6537 batches
[05:57:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:57:19]   +5 [partial_knowledge] ; total=130 ; rate=50/min ; 26/6537 batches
[05:57:19]   +5 [partial_knowledge] ; total=135 ; rate=52/min ; 27/6537 batches
[05:57:19]   +5 [partial_knowledge] ; total=140 ; rate=54/min ; 28/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=145 ; rate=56/min ; 29/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=150 ; rate=58/min ; 30/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=155 ; rate=59/min ; 31/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=160 ; rate=61/min ; 32/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=165 ; rate=63/min ; 33/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=170 ; rate=65/min ; 34/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=175 ; rate=67/min ; 35/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=180 ; rate=69/min ; 36/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=185 ; rate=71/min ; 37/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=190 ; rate=73/min ; 38/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=195 ; rate=75/min ; 39/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=200 ; rate=76/min ; 40/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=205 ; rate=78/min ; 41/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=210 ; rate=80/min ; 42/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=215 ; rate=82/min ; 43/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=220 ; rate=84/min ; 44/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=225 ; rate=86/min ; 45/6537 batches
[05:57:20]   +5 [partial_knowledge] ; total=230 ; rate=88/min ; 46/6537 batches
[05:57:21]   +5 [partial_knowledge] ; total=235 ; rate=90/min ; 47/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=240 ; rate=78/min ; 48/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=245 ; rate=79/min ; 49/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=250 ; rate=81/min ; 50/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=255 ; rate=82/min ; 51/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=260 ; rate=84/min ; 52/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=265 ; rate=86/min ; 53/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=270 ; rate=87/min ; 54/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=275 ; rate=89/min ; 55/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=280 ; rate=90/min ; 56/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=285 ; rate=92/min ; 57/6537 batches
[05:57:49]   +5 [partial_knowledge] ; total=290 ; rate=93/min ; 58/6537 batches
[05:57:50]   +5 [partial_knowledge] ; total=295 ; rate=95/min ; 59/6537 batches
[05:57:50]   +5 [partial_knowledge] ; total=300 ; rate=96/min ; 60/6537 batches
[05:57:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:57:50]   +5 [partial_knowledge] ; total=305 ; rate=98/min ; 61/6537 batches
[05:57:50]   +5 [partial_knowledge] ; total=310 ; rate=99/min ; 62/6537 batches
[05:57:50]   +5 [partial_knowledge] ; total=315 ; rate=101/min ; 63/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=320 ; rate=102/min ; 64/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=325 ; rate=104/min ; 65/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=330 ; rate=106/min ; 66/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=335 ; rate=107/min ; 67/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=340 ; rate=109/min ; 68/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=345 ; rate=110/min ; 69/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=350 ; rate=112/min ; 70/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=355 ; rate=113/min ; 71/6537 batches
[05:57:51]   +5 [partial_knowledge] ; total=360 ; rate=115/min ; 72/6537 batches
[05:58:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:00]   +5 [partial_knowledge] ; total=365 ; rate=111/min ; 73/6537 batches
[05:58:00]   +5 [partial_knowledge] ; total=370 ; rate=113/min ; 74/6537 batches
[05:58:00]   +5 [partial_knowledge] ; total=375 ; rate=114/min ; 75/6537 batches
[05:58:00]   +5 [partial_knowledge] ; total=380 ; rate=116/min ; 76/6537 batches
[05:58:00]   +5 [partial_knowledge] ; total=385 ; rate=117/min ; 77/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=390 ; rate=119/min ; 78/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=395 ; rate=120/min ; 79/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=400 ; rate=121/min ; 80/6537 batches
[05:58:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:01]   +5 [partial_knowledge] ; total=405 ; rate=123/min ; 81/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=410 ; rate=124/min ; 82/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=415 ; rate=126/min ; 83/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=420 ; rate=127/min ; 84/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=425 ; rate=129/min ; 85/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=430 ; rate=130/min ; 86/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=435 ; rate=132/min ; 87/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=440 ; rate=133/min ; 88/6537 batches
[05:58:01]   +5 [partial_knowledge] ; total=445 ; rate=135/min ; 89/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=450 ; rate=136/min ; 90/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=455 ; rate=138/min ; 91/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=460 ; rate=139/min ; 92/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=465 ; rate=140/min ; 93/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=470 ; rate=142/min ; 94/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=475 ; rate=143/min ; 95/6537 batches
[05:58:02]   +5 [partial_knowledge] ; total=480 ; rate=145/min ; 96/6537 batches
[05:58:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:30]   +5 [partial_knowledge] ; total=485 ; rate=128/min ; 97/6537 batches
[05:58:30]   +5 [partial_knowledge] ; total=490 ; rate=129/min ; 98/6537 batches
[05:58:30]   +5 [partial_knowledge] ; total=495 ; rate=131/min ; 99/6537 batches
[05:58:30]   +5 [partial_knowledge] ; total=500 ; rate=132/min ; 100/6537 batches
[05:58:30]   +5 [partial_knowledge] ; total=505 ; rate=133/min ; 101/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=510 ; rate=134/min ; 102/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=515 ; rate=136/min ; 103/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=520 ; rate=137/min ; 104/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=525 ; rate=138/min ; 105/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=530 ; rate=139/min ; 106/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=535 ; rate=141/min ; 107/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=540 ; rate=142/min ; 108/6537 batches
[05:58:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:31]   +5 [partial_knowledge] ; total=545 ; rate=143/min ; 109/6537 batches
[05:58:31]   +5 [partial_knowledge] ; total=550 ; rate=144/min ; 110/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=555 ; rate=146/min ; 111/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=560 ; rate=147/min ; 112/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=565 ; rate=148/min ; 113/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=570 ; rate=150/min ; 114/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=575 ; rate=151/min ; 115/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=580 ; rate=152/min ; 116/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=585 ; rate=153/min ; 117/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=590 ; rate=155/min ; 118/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=595 ; rate=156/min ; 119/6537 batches
[05:58:32]   +5 [partial_knowledge] ; total=600 ; rate=157/min ; 120/6537 batches
[05:58:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:41]   +5 [partial_knowledge] ; total=605 ; rate=152/min ; 121/6537 batches
[05:58:41]   +5 [partial_knowledge] ; total=610 ; rate=154/min ; 122/6537 batches
[05:58:41]   +5 [partial_knowledge] ; total=615 ; rate=155/min ; 123/6537 batches
[05:58:41]   +5 [partial_knowledge] ; total=620 ; rate=156/min ; 124/6537 batches
[05:58:41]   +5 [partial_knowledge] ; total=625 ; rate=157/min ; 125/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=630 ; rate=159/min ; 126/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=635 ; rate=160/min ; 127/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=640 ; rate=161/min ; 128/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=645 ; rate=162/min ; 129/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=650 ; rate=163/min ; 130/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=655 ; rate=165/min ; 131/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=660 ; rate=166/min ; 132/6537 batches
[05:58:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:58:42]   +5 [partial_knowledge] ; total=665 ; rate=167/min ; 133/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=670 ; rate=168/min ; 134/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=675 ; rate=169/min ; 135/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=680 ; rate=171/min ; 136/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=685 ; rate=172/min ; 137/6537 batches
[05:58:42]   +5 [partial_knowledge] ; total=690 ; rate=173/min ; 138/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=695 ; rate=174/min ; 139/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=700 ; rate=175/min ; 140/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=705 ; rate=177/min ; 141/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=710 ; rate=178/min ; 142/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=715 ; rate=179/min ; 143/6537 batches
[05:58:43]   +5 [partial_knowledge] ; total=720 ; rate=180/min ; 144/6537 batches
[05:59:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:12]   +5 [partial_knowledge] ; total=725 ; rate=162/min ; 145/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=730 ; rate=163/min ; 146/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=735 ; rate=164/min ; 147/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=740 ; rate=165/min ; 148/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=745 ; rate=166/min ; 149/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=750 ; rate=167/min ; 150/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=755 ; rate=168/min ; 151/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=760 ; rate=170/min ; 152/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=765 ; rate=171/min ; 153/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=770 ; rate=172/min ; 154/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=775 ; rate=173/min ; 155/6537 batches
[05:59:12]   +5 [partial_knowledge] ; total=780 ; rate=174/min ; 156/6537 batches
[05:59:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:12]   +5 [partial_knowledge] ; total=785 ; rate=175/min ; 157/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=790 ; rate=176/min ; 158/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=795 ; rate=177/min ; 159/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=800 ; rate=178/min ; 160/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=805 ; rate=179/min ; 161/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=810 ; rate=180/min ; 162/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=815 ; rate=181/min ; 163/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=820 ; rate=182/min ; 164/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=825 ; rate=183/min ; 165/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=830 ; rate=184/min ; 166/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=835 ; rate=186/min ; 167/6537 batches
[05:59:13]   +5 [partial_knowledge] ; total=840 ; rate=187/min ; 168/6537 batches
[05:59:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:22]   +5 [partial_knowledge] ; total=845 ; rate=182/min ; 169/6537 batches
[05:59:22]   +5 [partial_knowledge] ; total=850 ; rate=183/min ; 170/6537 batches
[05:59:22]   +5 [partial_knowledge] ; total=855 ; rate=184/min ; 171/6537 batches
[05:59:22]   +5 [partial_knowledge] ; total=860 ; rate=185/min ; 172/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=865 ; rate=186/min ; 173/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=870 ; rate=187/min ; 174/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=875 ; rate=188/min ; 175/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=880 ; rate=189/min ; 176/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=885 ; rate=190/min ; 177/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=890 ; rate=191/min ; 178/6537 batches
[05:59:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:23]   +5 [partial_knowledge] ; total=895 ; rate=192/min ; 179/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=900 ; rate=193/min ; 180/6537 batches
[05:59:23]   +5 [partial_knowledge] ; total=905 ; rate=194/min ; 181/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=910 ; rate=195/min ; 182/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=915 ; rate=196/min ; 183/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=920 ; rate=197/min ; 184/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=925 ; rate=198/min ; 185/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=930 ; rate=199/min ; 186/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=935 ; rate=200/min ; 187/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=940 ; rate=201/min ; 188/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=945 ; rate=202/min ; 189/6537 batches
[05:59:24]   +5 [partial_knowledge] ; total=950 ; rate=203/min ; 190/6537 batches
[05:59:25]   +5 [partial_knowledge] ; total=955 ; rate=204/min ; 191/6537 batches
[05:59:25]   +5 [partial_knowledge] ; total=960 ; rate=205/min ; 192/6537 batches
[05:59:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:53]   +5 [partial_knowledge] ; total=965 ; rate=187/min ; 193/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=970 ; rate=188/min ; 194/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=975 ; rate=189/min ; 195/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=980 ; rate=190/min ; 196/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=985 ; rate=191/min ; 197/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=990 ; rate=192/min ; 198/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=995 ; rate=193/min ; 199/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1000 ; rate=194/min ; 200/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1005 ; rate=195/min ; 201/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1010 ; rate=195/min ; 202/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1015 ; rate=196/min ; 203/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1020 ; rate=197/min ; 204/6537 batches
[05:59:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[05:59:53]   +5 [partial_knowledge] ; total=1025 ; rate=198/min ; 205/6537 batches
[05:59:53]   +5 [partial_knowledge] ; total=1030 ; rate=199/min ; 206/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1035 ; rate=200/min ; 207/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1040 ; rate=201/min ; 208/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1045 ; rate=202/min ; 209/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1050 ; rate=203/min ; 210/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1055 ; rate=204/min ; 211/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1060 ; rate=205/min ; 212/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1065 ; rate=206/min ; 213/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1070 ; rate=206/min ; 214/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1075 ; rate=207/min ; 215/6537 batches
[05:59:54]   +5 [partial_knowledge] ; total=1080 ; rate=208/min ; 216/6537 batches
[06:00:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:00:04]   +5 [partial_knowledge] ; total=1085 ; rate=203/min ; 217/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1090 ; rate=204/min ; 218/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1095 ; rate=205/min ; 219/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1100 ; rate=206/min ; 220/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1105 ; rate=207/min ; 221/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1110 ; rate=208/min ; 222/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1115 ; rate=208/min ; 223/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1120 ; rate=209/min ; 224/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1125 ; rate=210/min ; 225/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1130 ; rate=211/min ; 226/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1135 ; rate=212/min ; 227/6537 batches
[06:00:04]   +5 [partial_knowledge] ; total=1140 ; rate=213/min ; 228/6537 batches
[06:00:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:00:05]   +5 [partial_knowledge] ; total=1145 ; rate=213/min ; 229/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1150 ; rate=214/min ; 230/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1155 ; rate=215/min ; 231/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1160 ; rate=216/min ; 232/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1165 ; rate=217/min ; 233/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1170 ; rate=218/min ; 234/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1175 ; rate=219/min ; 235/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1180 ; rate=220/min ; 236/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1185 ; rate=221/min ; 237/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1190 ; rate=221/min ; 238/6537 batches
[06:00:05]   +5 [partial_knowledge] ; total=1195 ; rate=222/min ; 239/6537 batches
[06:00:06]   +5 [partial_knowledge] ; total=1200 ; rate=223/min ; 240/6537 batches
[06:00:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:00:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:00:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:00:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[06:01:15]   +5 [partial_knowledge] ; total=1205 ; rate=184/min ; 241/6537 batches
[06:01:19]   +5 [partial_knowledge] ; total=1210 ; rate=183/min ; 242/6537 batches
[06:01:28]   +5 [partial_knowledge] ; total=1215 ; rate=180/min ; 243/6537 batches
[06:01:33]   +5 [partial_knowledge] ; total=1220 ; rate=179/min ; 244/6537 batches
[06:01:58]   +5 [partial_knowledge] ; total=1225 ; rate=169/min ; 245/6537 batches
[06:02:01]   +5 [partial_knowledge] ; total=1230 ; rate=168/min ; 246/6537 batches
[06:02:12]   +5 [partial_knowledge] ; total=1235 ; rate=165/min ; 247/6537 batches
[06:02:12]   +5 [partial_knowledge] ; total=1240 ; rate=166/min ; 248/6537 batches
[06:02:12]   +5 [partial_knowledge] ; total=1245 ; rate=166/min ; 249/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1250 ; rate=166/min ; 250/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1255 ; rate=167/min ; 251/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1260 ; rate=168/min ; 252/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1265 ; rate=168/min ; 253/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1270 ; rate=169/min ; 254/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1275 ; rate=170/min ; 255/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1280 ; rate=170/min ; 256/6537 batches
[06:02:14]   +5 [partial_knowledge] ; total=1285 ; rate=171/min ; 257/6537 batches
[06:02:15]   +5 [partial_knowledge] ; total=1290 ; rate=171/min ; 258/6537 batches
[06:02:38]   +5 [partial_knowledge] ; total=1295 ; rate=164/min ; 259/6537 batches
[06:02:53]   +5 [partial_knowledge] ; total=1300 ; rate=159/min ; 260/6537 batches
[06:02:53]   +5 [partial_knowledge] ; total=1305 ; rate=160/min ; 261/6537 batches
[06:02:53]   +5 [partial_knowledge] ; total=1310 ; rate=160/min ; 262/6537 batches
[06:02:59]   +5 [partial_knowledge] ; total=1315 ; rate=159/min ; 263/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1320 ; rate=160/min ; 264/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1325 ; rate=160/min ; 265/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1330 ; rate=161/min ; 266/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1335 ; rate=161/min ; 267/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1340 ; rate=162/min ; 268/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1345 ; rate=162/min ; 269/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1350 ; rate=163/min ; 270/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1355 ; rate=164/min ; 271/6537 batches
[06:03:00]   +5 [partial_knowledge] ; total=1360 ; rate=164/min ; 272/6537 batches
[06:03:01]   +5 [partial_knowledge] ; total=1365 ; rate=165/min ; 273/6537 batches
[06:03:01]   +5 [partial_knowledge] ; total=1370 ; rate=165/min ; 274/6537 batches
[06:03:01]   +5 [partial_knowledge] ; total=1375 ; rate=166/min ; 275/6537 batches
[06:03:03]   +5 [partial_knowledge] ; total=1380 ; rate=166/min ; 276/6537 batches
[06:03:03]   +5 [partial_knowledge] ; total=1385 ; rate=166/min ; 277/6537 batches
[06:03:03]   +5 [partial_knowledge] ; total=1390 ; rate=167/min ; 278/6537 batches
[06:03:03]   +5 [partial_knowledge] ; total=1395 ; rate=167/min ; 279/6537 batches
[06:03:03]   +5 [partial_knowledge] ; total=1400 ; rate=168/min ; 280/6537 batches
[06:03:04]   +5 [partial_knowledge] ; total=1405 ; rate=168/min ; 281/6537 batches
[06:03:04]   +5 [partial_knowledge] ; total=1410 ; rate=169/min ; 282/6537 batches
[06:03:04]   +5 [partial_knowledge] ; total=1415 ; rate=170/min ; 283/6537 batches
